Index;delivery_id;delivery_partner;package_type;vehicle_type;delivery_mode;region;weather_condition;distance_km;package_weight_kg;delivery_date;expected_time_hours;delayed;delivery_status;delivery_rating;delivery_cost
10270;DLV-10270;amazon logistics;automobile parts;truck;standard;central;foggy;260.6;36.59;31/07/2024;8;no;delivered;5;1412.77
10271;DLV-10271;ecom express;clothing;ev van;express;central;hot;42.5;0.69;21/01/2024;2;no;delivered;4;264.57
10272;DLV-10272;fedex;pharmacy;van;standard;east;foggy;284.2;44.81;14/09/2024;12;no;delivered;3;1555.43
10273;DLV-10273;fedex;pharmacy;van;same day;central;rainy;219.8;42.07;12/12/2024;11;yes;delayed;2;1325.21
10274;DLV-10274;delhivery;clothing;truck;same day;south;cold;252.5;22.35;23/05/2024;7;no;delivered;4;1429.55
10275;DLV-10275;ekart;furniture;scooter;standard;east;stormy;145.9;43.98;06/12/2024;9;no;delivered;5;861.44
10276;DLV-10276;delhivery;clothing;van;two day;north;stormy;76.2;27.91;21/01/2024;9;no;delivered;5;464.73
10277;DLV-10277;amazon logistics;groceries;ev van;express;north;hot;147.7;43.47;20/11/2024;6;yes;failed;1;918.91
10278;DLV-10278;ekart;automobile parts;van;express;west;hot;240.7;27.15;24/10/2024;10;yes;delayed;3;1334.95
10279;DLV-10279;dhl;electronics;ev van;standard;east;clear;141.8;0.92;17/09/2024;5;no;delivered;5;711.76
10280;DLV-10280;amazon logistics;fragile items;ev bike;two day;north;cold;83.1;24.99;11/10/2024;4;no;delivered;4;490.47
10281;DLV-10281;xpressbees;cosmetics;scooter;standard;central;stormy;168.3;16.12;05/11/2024;8;no;delivered;4;889.86
10282;DLV-10282;shadowfax;cosmetics;van;two day;central;rainy;10.4;4.06;05/07/2024;3;no;delivered;3;95.6674
10283;DLV-10283;delhivery;documents;van;two day;south;stormy;222.9;47.52;25/11/2024;12;no;delivered;5;1257.06
10284;DLV-10284;shadowfax;automobile parts;ev van;standard;north;clear;199.7;48.71;10/12/2024;9;no;delivered;5;1144.63
10285;DLV-10285;shadowfax;documents;van;standard;south;cold;68.1;23.35;04/02/2024;2;no;delivered;4;410.55
10286;DLV-10286;ekart;furniture;van;standard;west;foggy;66.0;17.39;16/08/2024;7;no;delivered;4;382.17
10287;DLV-10287;xpressbees;electronics;ev bike;two day;north;clear;232.4;46.35;25/12/2024;6;no;delivered;5;1301.05
10288;DLV-10288;ecom express;fragile items;ev van;standard;south;cold;89.0;12.26;09/01/2024;2;no;delivered;5;481.78
10289;DLV-10289;ekart;cosmetics;truck;same day;south;foggy;169.9;49.49;17/07/2024;5;no;delivered;3;1097.97
10290;DLV-10290;ekart;clothing;ev van;two day;west;hot;167.6;24.25;31/01/2024;6;no;delivered;3;910.75
10291;DLV-10291;ekart;pharmacy;bike;express;south;hot;182.5;18.34;16/03/2024;5;yes;delayed;2;1017.52
10292;DLV-10292;amazon logistics;clothing;ev van;same day;west;clear;12.3;38.28;23/08/2024;1;no;delivered;5;276.34
10293;DLV-10293;delhivery;groceries;scooter;standard;south;foggy;138.7;46.59;25/03/2024;7;no;delivered;5;833.27
10294;DLV-10294;ecom express;furniture;ev bike;two day;north;cold;232.2;40.56;20/03/2024;6;no;delivered;5;1282.68
10295;DLV-10295;xpressbees;automobile parts;truck;same day;south;stormy;225.1;35.92;01/10/2024;11;yes;delayed;2;1333.26
10296;DLV-10296;fedex;documents;truck;same day;central;stormy;130.3;5.52;15/03/2024;7;no;delivered;5;768.06
10297;DLV-10297;shadowfax;electronics;bike;express;west;cold;35.1;6.64;05/01/2024;1;no;delivered;4;245.42
10298;DLV-10298;ecom express;groceries;truck;same day;east;foggy;160.1;43.08;03/02/2024;7;no;delivered;5;1029.74
10299;DLV-10299;xpressbees;automobile parts;bike;same day;south;foggy;182.8;31.82;17/08/2024;10;yes;delayed;3;1109.46
10300;DLV-10300;ekart;fragile items;truck;standard;south;foggy;245.5;34.41;14/05/2024;10;no;delivered;5;1330.73
10301;DLV-10301;delhivery;electronics;van;same day;east;cold;230.6;36.32;06/09/2024;6;no;delivered;4;1361.96
10302;DLV-10302;shadowfax;electronics;scooter;standard;central;stormy;112.1;5.61;04/06/2024;9;no;delivered;4;577.33
10303;DLV-10303;blue dart;cosmetics;van;same day;south;stormy;187.9;14.52;08/03/2024;9;yes;failed;1;1083.06
10304;DLV-10304;delhivery;cosmetics;scooter;two day;central;cold;158.4;37.52;07/07/2024;5;no;delivered;5;904.56
10305;DLV-10305;ecom express;pharmacy;bike;two day;south;rainy;66.8;48.48;19/09/2024;5;no;delivered;5;479.44
10306;DLV-10306;fedex;electronics;bike;express;north;foggy;80.2;47.56;17/06/2024;5;yes;delayed;2;593.68
10307;DLV-10307;shadowfax;documents;van;two day;west;stormy;213.4;6.76;27/06/2024;9;no;delivered;5;1087.28
10308;DLV-10308;blue dart;fragile items;ev bike;two day;north;stormy;217.3;27.47;03/11/2024;13;no;delivered;4;1168.91
10309;DLV-10309;delhivery;clothing;truck;express;west;rainy;215.7;5.68;20/11/2024;13;yes;delayed;2;1145.54
10310;DLV-10310;delhivery;clothing;bike;express;central;clear;102.1;29.51;20/11/2024;4;yes;delayed;3;649.03
10311;DLV-10311;dhl;furniture;van;standard;north;foggy;153.3;29.98;16/09/2024;7;no;delivered;5;856.44
10312;DLV-10312;delhivery;cosmetics;truck;same day;east;foggy;59.9;9.91;21/10/2024;3;no;delivered;5;429.23
10313;DLV-10313;dhl;fragile items;scooter;express;north;rainy;207.7;49.16;10/05/2024;14;yes;delayed;2;1235.98
10314;DLV-10314;ekart;pharmacy;bike;same day;east;cold;107.5;12.92;22/07/2024;3;no;delivered;4;676.26
10315;DLV-10315;fedex;furniture;scooter;two day;east;rainy;98.0;43.71;09/08/2024;6;no;delivered;3;621.13
10316;DLV-10316;shadowfax;groceries;bike;standard;north;hot;105.1;48.78;28/06/2024;4;no;delivered;5;671.84
10317;DLV-10317;ekart;electronics;scooter;express;north;cold;15.4;48.7;16/10/2024;0;no;delivered;4;273.1
10318;DLV-10318;fedex;documents;truck;same day;east;cold;132.8;36.34;18/06/2024;4;no;delivered;5;873.02
10319;DLV-10319;delhivery;clothing;ev bike;same day;central;cold;159.9;38.47;16/02/2024;7;no;delivered;4;1014.91
10320;DLV-10320;ekart;electronics;ev van;two day;south;clear;21.9;16.93;02/06/2024;0;no;delivered;5;160.29
10321;DLV-10321;ecom express;cosmetics;ev bike;two day;central;hot;112.1;19.56;28/11/2024;3;no;delivered;4;619.18
10322;DLV-10322;ecom express;groceries;van;express;north;foggy;295.9;48.31;15/12/2024;12;yes;delayed;3;1632.7205999999999
10323;DLV-10323;fedex;furniture;ev van;same day;north;cold;138.2;4.02;31/05/2024;4;no;delivered;4;803.06
10324;DLV-10324;ecom express;clothing;ev van;express;south;stormy;120.7;25.11;08/03/2024;9;yes;delayed;3;728.83
10325;DLV-10325;fedex;pharmacy;van;standard;north;rainy;176.3;12.38;22/04/2024;9;no;delivered;5;918.64
10326;DLV-10326;blue dart;clothing;bike;same day;north;clear;110.3;8.82;13/02/2024;5;no;delivered;4;677.96
10327;DLV-10327;amazon logistics;cosmetics;van;two day;south;hot;37.4;14.8;09/12/2024;1;no;delivered;4;231.4
10328;DLV-10328;dhl;cosmetics;van;two day;east;stormy;239.8;39.47;25/10/2024;12;no;delivered;5;1317.41
10329;DLV-10329;shadowfax;documents;ev bike;express;central;rainy;239.1;34.08;10/10/2024;8;yes;delayed;3;1347.74
10330;DLV-10330;shadowfax;clothing;bike;two day;west;foggy;219.4;23.58;07/07/2024;7;no;delivered;5;1167.74
10331;DLV-10331;ekart;fragile items;truck;standard;west;hot;82.5;21.93;22/04/2024;3;no;delivered;5;478.29
10332;DLV-10332;xpressbees;documents;scooter;express;west;clear;169.6;16.45;11/09/2024;7;yes;delayed;3;947.35
10333;DLV-10333;fedex;clothing;van;express;east;rainy;141.6;38.04;20/10/2024;8;yes;failed;1;872.12
10334;DLV-10334;dhl;groceries;bike;express;north;clear;204.1;7.39;20/09/2024;4;no;delivered;5;1092.67
10335;DLV-10335;ekart;automobile parts;truck;two day;south;stormy;215.7;11.54;03/09/2024;10;no;delivered;4;1113.12
10336;DLV-10336;xpressbees;furniture;bike;express;north;foggy;118.8;22.08;02/05/2024;4;yes;delayed;2;710.24
10337;DLV-10337;ekart;documents;ev van;two day;east;hot;233.3;8.76;01/11/2024;5;no;delivered;3;1192.78
10338;DLV-10338;blue dart;furniture;ev bike;two day;west;clear;187.6;28.14;15/01/2024;5;no;delivered;4;1022.42
10339;DLV-10339;amazon logistics;groceries;ev van;standard;east;foggy;221.5;15.37;10/11/2024;11;no;delivered;3;1153.61
10340;DLV-10340;ekart;pharmacy;truck;two day;east;foggy;213.7;34.51;25/04/2024;9;no;delivered;5;1172.03
10341;DLV-10341;shadowfax;groceries;ev van;standard;west;hot;231.9;0.72;08/07/2024;5;no;delivered;4;1161.66
10342;DLV-10342;xpressbees;pharmacy;scooter;same day;north;cold;171.4;25.91;26/08/2024;7;no;delivered;4;1034.73
10343;DLV-10343;amazon logistics;groceries;bike;express;west;rainy;184.7;49.26;10/11/2024;8;yes;delayed;3;1121.28
10344;DLV-10344;shadowfax;furniture;ev van;express;west;foggy;33.3;40.42;29/11/2024;3;yes;delayed;2;337.76
10345;DLV-10345;xpressbees;furniture;truck;same day;central;stormy;159.6;6.27;28/05/2024;11;yes;delayed;3;916.81
10346;DLV-10346;amazon logistics;groceries;ev bike;two day;east;stormy;272.3;16.48;01/10/2024;13;no;delivered;3;1410.94
10347;DLV-10347;ecom express;automobile parts;scooter;standard;central;rainy;86.1;43.4;30/05/2024;8;no;delivered;5;560.7
10348;DLV-10348;delhivery;documents;van;standard;south;foggy;120.1;3.67;22/06/2024;5;no;delivered;4;611.51
10349;DLV-10349;xpressbees;fragile items;ev bike;same day;east;hot;179.6;35.39;05/11/2024;8;yes;delayed;3;1104.17
10350;DLV-10350;blue dart;cosmetics;van;standard;west;clear;90.0;3.96;03/03/2024;4;no;delivered;4;461.88
10351;DLV-10351;ecom express;furniture;bike;express;east;hot;63.9;12.68;21/04/2024;4;yes;delayed;3;407.54
10352;DLV-10352;delhivery;documents;scooter;express;south;hot;271.7;49.18;20/09/2024;11;yes;delayed;2;1556.04
10353;DLV-10353;ekart;furniture;van;express;east;cold;19.8;44.29;09/04/2024;2;yes;failed;2;281.87
10354;DLV-10354;blue dart;fragile items;ev bike;same day;east;hot;73.7;19.84;01/03/2024;3;no;delivered;4;528.02
10355;DLV-10355;shadowfax;clothing;van;express;north;rainy;190.6;33.84;20/12/2024;11;yes;failed;1;1104.52
10356;DLV-10356;delhivery;pharmacy;van;standard;central;foggy;252.3;23.21;08/07/2024;11;no;delivered;4;1331.13
10357;DLV-10357;delhivery;cosmetics;truck;same day;west;hot;41.0;2.28;15/03/2024;2;no;delivered;3;311.84
10358;DLV-10358;fedex;pharmacy;bike;express;north;rainy;94.1;41.93;22/09/2024;5;yes;failed;1;646.29
10359;DLV-10359;ecom express;clothing;truck;standard;south;hot;244.7;39.48;12/10/2024;7;no;delivered;3;1341.94
10360;DLV-10360;fedex;furniture;scooter;two day;east;hot;50.4;48.0;02/12/2024;1;no;delivered;4;396.0
10361;DLV-10361;fedex;clothing;ev van;express;east;clear;19.4;4.32;30/05/2024;0;no;delivered;4;159.96
10362;DLV-10362;shadowfax;automobile parts;scooter;same day;north;rainy;13.3;10.3;28/06/2024;5;no;delivered;3;197.4
10363;DLV-10363;fedex;groceries;scooter;same day;south;rainy;269.2;14.61;31/03/2024;8;yes;delayed;3;1489.83
10364;DLV-10364;dhl;groceries;van;standard;central;foggy;245.4;30.9;05/08/2024;9;no;delivered;5;1319.7
10365;DLV-10365;shadowfax;fragile items;van;two day;south;hot;140.7;48.02;01/02/2024;5;no;delivered;5;847.56
10366;DLV-10366;delhivery;groceries;truck;standard;south;rainy;272.2;41.44;31/10/2024;14;no;delivered;4;1485.32
10367;DLV-10367;ekart;clothing;ev bike;same day;central;clear;29.2;44.02;09/07/2024;2;no;delivered;5;378.06
10368;DLV-10368;xpressbees;automobile parts;ev van;same day;central;foggy;12.1;49.13;20/11/2024;3;no;delivered;5;307.89
10369;DLV-10369;dhl;pharmacy;ev van;standard;north;cold;147.2;37.09;28/12/2024;3;no;delivered;5;847.27
10370;DLV-10370;delhivery;pharmacy;scooter;standard;south;cold;232.8;25.34;19/01/2024;7;no;delivered;3;1240.02
10371;DLV-10371;blue dart;electronics;truck;two day;central;foggy;22.8;10.79;24/12/2024;5;no;delivered;5;146.37
10372;DLV-10372;amazon logistics;furniture;scooter;standard;central;rainy;105.1;15.84;10/10/2024;7;no;delivered;3;573.02
10373;DLV-10373;ekart;furniture;ev bike;standard;east;foggy;42.7;30.99;19/01/2024;5;no;delivered;5;306.47
10374;DLV-10374;delhivery;documents;bike;two day;west;foggy;215.8;46.99;24/07/2024;7;no;delivered;4;1219.97
10375;DLV-10375;xpressbees;pharmacy;ev van;standard;south;rainy;80.9;23.65;22/07/2024;5;no;delivered;4;475.45
10376;DLV-10376;fedex;documents;van;same day;south;stormy;164.1;25.07;18/04/2024;9;yes;delayed;3;995.71
10377;DLV-10377;fedex;furniture;ev bike;express;central;stormy;3.6;26.45;17/04/2024;3;yes;delayed;2;145.85
10378;DLV-10378;ecom express;fragile items;ev bike;express;west;rainy;129.1;41.27;27/08/2024;5;yes;delayed;3;819.31
10379;DLV-10379;ekart;cosmetics;van;standard;west;hot;25.4;32.62;13/10/2024;1;no;delivered;5;224.86
10380;DLV-10380;shadowfax;documents;ev van;same day;south;cold;270.4;25.12;22/07/2024;10;yes;delayed;3;1527.36
10381;DLV-10381;xpressbees;clothing;scooter;express;north;hot;195.1;30.53;29/03/2024;6;yes;delayed;3;1117.09
10382;DLV-10382;shadowfax;electronics;ev bike;same day;north;clear;165.9;7.86;30/08/2024;5;no;delivered;4;953.08
10383;DLV-10383;blue dart;groceries;ev van;two day;west;foggy;99.5;1.51;19/08/2024;5;no;delivered;5;502.03
10384;DLV-10384;xpressbees;electronics;bike;express;south;clear;8.8;16.88;15/01/2024;3;yes;delayed;2;144.64
10385;DLV-10385;xpressbees;clothing;ev van;standard;east;foggy;116.2;48.93;24/01/2024;7;no;delivered;4;727.79
10386;DLV-10386;blue dart;automobile parts;ev van;same day;west;stormy;62.2;32.93;09/04/2024;7;no;delivered;4;509.79
10387;DLV-10387;blue dart;fragile items;van;express;west;cold;150.3;4.36;24/02/2024;4;no;delivered;5;814.58
10388;DLV-10388;xpressbees;pharmacy;ev van;same day;north;stormy;32.2;26.21;21/11/2024;3;no;delivered;4;339.63
10389;DLV-10389;blue dart;cosmetics;bike;two day;east;rainy;167.8;7.13;22/04/2024;4;no;delivered;4;860.39
10390;DLV-10390;amazon logistics;furniture;scooter;standard;west;rainy;248.1;35.28;20/01/2024;10;no;delivered;4;1346.34
10391;DLV-10391;delhivery;pharmacy;ev bike;standard;east;stormy;125.0;28.97;22/09/2024;11;no;delivered;4;711.91
10392;DLV-10392;ecom express;automobile parts;ev van;express;west;clear;16.0;33.97;18/01/2024;2;yes;delayed;3;231.91
10393;DLV-10393;xpressbees;electronics;bike;two day;south;rainy;175.0;37.9;11/09/2024;9;no;delivered;4;988.7
10394;DLV-10394;dhl;groceries;ev bike;express;south;clear;280.7;20.66;09/07/2024;8;yes;delayed;3;1515.48
10395;DLV-10395;ekart;clothing;bike;express;south;cold;282.0;12.71;01/01/2024;7;no;delivered;4;1498.13
10396;DLV-10396;dhl;fragile items;ev bike;two day;north;rainy;114.5;4.27;30/10/2024;6;no;delivered;4;585.31
10397;DLV-10397;xpressbees;fragile items;ev van;two day;north;foggy;129.6;46.75;08/12/2024;4;no;delivered;4;788.25
10398;DLV-10398;xpressbees;cosmetics;van;two day;east;foggy;87.5;0.91;27/10/2024;5;no;delivered;5;440.23
10399;DLV-10399;blue dart;pharmacy;bike;two day;central;hot;272.5;36.99;09/04/2024;6;no;delivered;5;1473.47
10400;DLV-10400;fedex;furniture;scooter;two day;north;stormy;63.7;45.21;10/08/2024;5;no;delivered;4;454.13
10401;DLV-10401;ecom express;electronics;truck;standard;south;rainy;167.3;24.38;21/03/2024;10;no;delivered;5;909.64
10402;DLV-10402;ekart;cosmetics;ev bike;express;north;stormy;147.6;0.71;29/09/2024;10;yes;failed;1;790.13
10403;DLV-10403;xpressbees;automobile parts;truck;two day;south;hot;27.2;33.97;24/03/2024;2;no;delivered;4;237.91
10404;DLV-10404;blue dart;automobile parts;van;same day;north;hot;151.4;11.7;10/11/2024;4;no;delivered;4;892.1
10405;DLV-10405;amazon logistics;groceries;truck;standard;central;rainy;169.6;14.96;11/09/2024;9;no;delivered;5;892.88
10406;DLV-10406;blue dart;clothing;ev van;same day;south;clear;83.4;27.75;01/01/2024;2;no;delivered;4;600.25
10407;DLV-10407;ekart;pharmacy;ev bike;standard;central;hot;53.0;8.16;29/09/2024;1;no;delivered;3;289.48
10408;DLV-10408;fedex;electronics;bike;express;west;stormy;134.5;17.04;17/10/2024;5;yes;delayed;2;773.62
10409;DLV-10409;dhl;electronics;scooter;two day;south;clear;289.8;33.25;06/01/2024;6;no;delivered;3;1548.75
10410;DLV-10410;blue dart;fragile items;van;two day;south;clear;287.4;34.7;14/11/2024;5;no;delivered;5;1541.1
10411;DLV-10411;shadowfax;automobile parts;scooter;standard;north;clear;117.7;45.14;13/09/2024;5;no;delivered;5;723.92
10412;DLV-10412;delhivery;groceries;ev bike;express;central;stormy;238.9;33.23;20/06/2024;11;yes;delayed;2;1344.19
10413;DLV-10413;ecom express;furniture;ev van;express;central;rainy;233.1;3.9;12/03/2024;11;yes;delayed;2;1227.2
10414;DLV-10414;delhivery;furniture;truck;same day;west;rainy;282.4;5.7;23/11/2024;9;yes;delayed;2;1529.1
10415;DLV-10415;dhl;clothing;ev van;two day;north;cold;198.4;39.59;12/07/2024;9;no;delivered;5;1110.77
10416;DLV-10416;ecom express;documents;van;two day;central;stormy;89.3;27.53;26/07/2024;8;no;delivered;5;529.09
10417;DLV-10417;blue dart;documents;ev bike;standard;south;clear;295.1;7.49;30/05/2024;7;no;delivered;4;1497.97
10418;DLV-10418;delhivery;fragile items;ev bike;same day;west;foggy;103.7;30.23;10/06/2024;3;no;delivered;4;709.19
10419;DLV-10419;xpressbees;groceries;scooter;standard;east;foggy;41.0;11.71;17/01/2024;3;no;delivered;5;240.13
10420;DLV-10420;delhivery;cosmetics;ev bike;same day;north;hot;144.9;3.14;19/07/2024;6;no;delivered;4;833.92
10421;DLV-10421;ecom express;clothing;truck;same day;south;stormy;288.7;13.7;25/08/2024;11;yes;delayed;2;1584.6
10422;DLV-10422;fedex;automobile parts;truck;express;north;clear;194.2;15.45;31/10/2024;8;yes;delayed;3;1067.35
10423;DLV-10423;amazon logistics;fragile items;scooter;two day;north;rainy;184.7;22.69;01/01/2024;9;no;delivered;3;991.57
10424;DLV-10424;ekart;furniture;scooter;same day;south;stormy;100.0;47.89;13/09/2024;9;yes;failed;1;743.67
10425;DLV-10425;blue dart;documents;ev van;two day;north;rainy;220.2;26.75;06/08/2024;9;no;delivered;3;1181.25
10426;DLV-10426;ecom express;automobile parts;truck;express;west;rainy;55.0;48.85;28/12/2024;4;yes;delayed;3;471.55
10427;DLV-10427;xpressbees;fragile items;bike;express;west;cold;29.9;24.18;22/08/2024;3;yes;failed;1;272.04
10428;DLV-10428;ecom express;furniture;truck;same day;west;clear;262.2;30.93;22/05/2024;8;yes;delayed;3;1503.79
10429;DLV-10429;ekart;documents;truck;standard;east;rainy;156.1;36.22;31/01/2024;10;no;delivered;4;889.16
10430;DLV-10430;dhl;pharmacy;ev bike;two day;south;stormy;266.0;11.84;17/05/2024;14;no;delivered;3;1365.52
10431;DLV-10431;shadowfax;groceries;ev van;express;west;hot;11.6;42.93;21/04/2024;2;yes;delayed;3;236.79
10432;DLV-10432;fedex;cosmetics;truck;standard;west;hot;211.6;0.67;02/02/2024;4;no;delivered;4;1059.08
10433;DLV-10433;ekart;fragile items;bike;express;south;rainy;38.8;35.79;09/03/2024;7;yes;delayed;2;351.37
10434;DLV-10434;dhl;furniture;van;same day;south;stormy;45.4;28.9;08/09/2024;4;no;delivered;5;413.7
10435;DLV-10435;shadowfax;electronics;scooter;same day;central;hot;63.1;39.46;16/11/2024;4;no;delivered;4;533.88
10436;DLV-10436;delhivery;pharmacy;bike;standard;west;clear;13.0;47.77;26/03/2024;1;no;delivered;3;208.31
10437;DLV-10437;dhl;fragile items;ev van;standard;east;stormy;296.4;36.5;22/09/2024;16;no;delivered;3;1591.5
10438;DLV-10438;ekart;documents;scooter;same day;south;stormy;195.5;16.2;18/02/2024;8;yes;delayed;2;1126.1
10439;DLV-10439;delhivery;automobile parts;scooter;two day;south;rainy;271.2;47.06;27/09/2024;10;no;delivered;5;1497.18
10440;DLV-10440;blue dart;groceries;van;standard;south;hot;44.5;8.35;21/08/2024;2;no;delivered;5;247.55
10441;DLV-10441;fedex;cosmetics;van;two day;central;foggy;238.9;23.45;26/12/2024;8;no;delivered;3;1264.85
10442;DLV-10442;delhivery;cosmetics;truck;express;east;clear;28.5;2.18;26/02/2024;1;no;delivered;4;199.04
10443;DLV-10443;dhl;clothing;scooter;standard;east;foggy;41.5;25.41;10/11/2024;3;no;delivered;4;283.73
10444;DLV-10444;shadowfax;electronics;ev bike;express;central;foggy;262.5;31.24;11/07/2024;8;yes;failed;1;1456.22
10445;DLV-10445;amazon logistics;automobile parts;bike;two day;west;hot;54.2;38.19;13/08/2024;2;no;delivered;5;385.57
10446;DLV-10446;delhivery;cosmetics;ev van;express;west;rainy;241.5;9.86;02/08/2024;12;yes;delayed;3;1287.08
10447;DLV-10447;dhl;pharmacy;ev van;two day;south;hot;273.9;49.52;17/05/2024;11;no;delivered;4;1518.96
10448;DLV-10448;delhivery;documents;truck;same day;south;hot;12.3;16.14;06/08/2024;1;no;delivered;5;209.92
10449;DLV-10449;dhl;electronics;bike;two day;north;stormy;281.0;27.12;08/12/2024;13;no;delivered;3;1486.36
10450;DLV-10450;fedex;documents;ev bike;express;east;foggy;165.4;46.48;21/01/2024;3;no;delivered;5;1016.44
10451;DLV-10451;amazon logistics;furniture;ev bike;standard;south;clear;185.0;28.1;02/01/2024;7;no;delivered;5;1009.3
10452;DLV-10452;dhl;cosmetics;truck;express;east;rainy;251.8;14.95;04/03/2024;9;yes;delayed;3;1353.85
10453;DLV-10453;ecom express;documents;scooter;two day;east;rainy;201.8;20.97;17/10/2024;8;no;delivered;4;1071.91
10454;DLV-10454;blue dart;clothing;van;two day;north;stormy;289.2;12.82;30/05/2024;15;no;delivered;4;1484.46
10455;DLV-10455;delhivery;documents;van;express;east;cold;275.6;0.96;21/04/2024;6;no;delivered;5;1430.88
10456;DLV-10456;delhivery;automobile parts;truck;standard;west;hot;76.1;12.36;30/04/2024;4;no;delivered;5;417.58
10457;DLV-10457;dhl;pharmacy;scooter;standard;central;cold;222.3;36.54;15/10/2024;8;no;delivered;4;1221.12
10458;DLV-10458;blue dart;automobile parts;van;express;south;foggy;116.5;3.1;22/10/2024;7;yes;delayed;3;641.8
10459;DLV-10459;delhivery;electronics;ev van;two day;south;clear;35.9;38.05;16/11/2024;2;no;delivered;4;293.65
10460;DLV-10460;ekart;furniture;van;same day;east;cold;91.7;33.1;11/06/2024;4;no;delivered;3;657.8
10461;DLV-10461;ecom express;furniture;truck;express;central;cold;16.1;38.33;14/01/2024;1;no;delivered;5;245.49
10462;DLV-10462;amazon logistics;groceries;ev van;two day;north;stormy;157.8;18.46;17/05/2024;7;no;delivered;5;844.38
10463;DLV-10463;delhivery;groceries;ev van;standard;east;foggy;3.6;29.33;20/03/2024;3;no;delivered;3;98.49
10464;DLV-10464;ecom express;electronics;truck;express;west;clear;53.2;43.51;30/10/2024;2;no;delivered;5;446.53
10465;DLV-10465;blue dart;electronics;scooter;same day;north;hot;297.1;22.31;24/03/2024;6;no;delivered;5;1632.7205999999999
10466;DLV-10466;dhl;fragile items;bike;express;north;cold;282.1;39.16;24/01/2024;8;yes;failed;1;1577.98
10467;DLV-10467;ekart;groceries;ev van;same day;north;foggy;181.0;42.11;08/05/2024;8;yes;delayed;2;1131.33
10468;DLV-10468;dhl;clothing;truck;two day;south;hot;295.3;34.48;22/11/2024;9;no;delivered;5;1579.94
10469;DLV-10469;xpressbees;groceries;truck;same day;north;clear;139.6;29.68;19/03/2024;4;no;delivered;5;887.04
10470;DLV-10470;xpressbees;automobile parts;ev van;same day;south;rainy;145.5;4.8;17/10/2024;9;yes;delayed;2;841.9
10471;DLV-10471;shadowfax;furniture;van;standard;south;stormy;133.6;34.25;17/08/2024;7;no;delivered;5;770.75
10472;DLV-10472;shadowfax;automobile parts;bike;two day;west;rainy;11.7;28.32;02/01/2024;2;no;delivered;5;143.46
10473;DLV-10473;xpressbees;clothing;ev bike;standard;south;clear;103.3;12.96;24/08/2024;5;no;delivered;5;555.38
10474;DLV-10474;blue dart;clothing;ev van;standard;central;foggy;158.2;26.18;02/01/2024;6;no;delivered;4;869.54
10475;DLV-10475;dhl;pharmacy;scooter;standard;north;hot;154.6;29.4;25/10/2024;6;no;delivered;5;861.2
10476;DLV-10476;delhivery;cosmetics;ev van;express;north;clear;152.9;17.79;21/05/2024;5;yes;failed;1;867.87
10477;DLV-10477;xpressbees;automobile parts;truck;two day;central;foggy;107.5;12.46;28/01/2024;6;no;delivered;5;574.88
10478;DLV-10478;dhl;furniture;truck;same day;north;cold;215.1;43.25;18/04/2024;6;no;delivered;4;1305.25
10479;DLV-10479;shadowfax;clothing;ev van;two day;south;clear;285.3;15.83;23/06/2024;9;no;delivered;4;1473.99
10480;DLV-10480;shadowfax;furniture;scooter;standard;west;clear;240.3;36.53;05/03/2024;9;no;delivered;4;1311.09
10481;DLV-10481;ekart;documents;ev bike;two day;central;cold;97.5;31.97;12/01/2024;2;no;delivered;5;583.41
10482;DLV-10482;blue dart;clothing;bike;express;south;rainy;86.5;4.43;02/12/2024;9;yes;delayed;2;495.79
10483;DLV-10483;ecom express;electronics;ev bike;same day;south;stormy;265.4;49.52;10/03/2024;15;yes;delayed;2;1576.82
10484;DLV-10484;ekart;cosmetics;bike;standard;north;stormy;65.9;18.08;23/11/2024;9;no;delivered;5;383.74
10485;DLV-10485;delhivery;pharmacy;bike;same day;east;stormy;36.1;26.2;28/09/2024;7;no;delivered;3;359.1
10486;DLV-10486;ekart;clothing;van;same day;south;hot;80.5;15.95;19/12/2024;3;no;delivered;4;550.35
10487;DLV-10487;ecom express;pharmacy;van;same day;south;stormy;161.8;24.66;13/05/2024;5;no;delivered;3;982.98
10488;DLV-10488;ekart;fragile items;ev bike;two day;south;cold;3.6;39.99;14/03/2024;1;no;delivered;4;136.47
10489;DLV-10489;ecom express;fragile items;ev van;standard;central;stormy;59.7;44.45;06/02/2024;5;no;delivered;5;431.85
10490;DLV-10490;fedex;furniture;ev van;two day;east;clear;77.5;23.57;02/10/2024;2;no;delivered;5;458.21
10491;DLV-10491;amazon logistics;electronics;truck;express;east;stormy;167.9;41.74;29/02/2024;9;yes;delayed;3;1014.72
10492;DLV-10492;shadowfax;pharmacy;bike;express;east;clear;219.0;25.88;08/06/2024;6;yes;delayed;3;1222.64
10493;DLV-10493;delhivery;furniture;ev bike;same day;east;foggy;294.7;25.45;16/06/2024;9;yes;delayed;3;1632.7205999999999
10494;DLV-10494;fedex;automobile parts;van;standard;south;hot;60.7;17.54;01/08/2024;3;no;delivered;3;356.12
10495;DLV-10495;dhl;furniture;truck;same day;north;cold;209.4;28.93;15/04/2024;4;no;delivered;4;1233.79
10496;DLV-10496;blue dart;cosmetics;truck;two day;south;rainy;69.3;43.96;21/08/2024;4;no;delivered;3;478.38
